S. No.,Date,Region,Confirmed Cases,Cured/Discharged,Death
11782,12-06-2021,Lakshadweep,9122,8414,43
11783,13-06-2021,Lakshadweep,9175,8517,43
11784,14-06-2021,Lakshadweep,9209,8589,44
11785,15-06-2021,Lakshadweep,9236,8672,44
11786,16-06-2021,Lakshadweep,9297,8768,45
11787,17-06-2021,Lakshadweep,9339,8847,45
11788,18-06-2021,Lakshadweep,9377,8933,45
11789,19-06-2021,Lakshadweep,9392,9000,45
11790,20-06-2021,Lakshadweep,9430,9039,46
11791,21-06-2021,Lakshadweep,9443,9078,46
11792,22-06-2021,Lakshadweep,9471,9106,46
11793,23-06-2021,Lakshadweep,9504,9142,47
11794,25-06-2021,Lakshadweep,9601,9232,47
11795,26-06-2021,Lakshadweep,9632,9271,48
11796,27-06-2021,Lakshadweep,9659,9313,48
11797,28-06-2021,Lakshadweep,9681,9337,48
11798,29-06-2021,Lakshadweep,9715,9372,48
11799,30-06-2021,Lakshadweep,9742,9388,48
11800,01-07-2021,Lakshadweep,9770,9411,48
11801,02-07-2021,Lakshadweep,9808,9466,49
11802,03-07-2021,Lakshadweep,9843,9514,49
11803,04-07-2021,Lakshadweep,9861,9557,49
11804,05-07-2021,Lakshadweep,9900,9577,49
11805,06-07-2021,Lakshadweep,9936,9609,49
11806,07-07-2021,Lakshadweep,9947,9643,49
11807,08-07-2021,Lakshadweep,9965,9670,49
11808,09-07-2021,Lakshadweep,9980,9695,49
11809,10-07-2021,Lakshadweep,10002,9729,49
11810,11-07-2021,Lakshadweep,10011,9751,49
11811,12-07-2021,Lakshadweep,10013,9803,49
11812,13-07-2021,Lakshadweep,10020,9851,49
11813,14-07-2021,Lakshadweep,10031,9873,49
11814,15-07-2021,Lakshadweep,10036,9891,49
11815,16-07-2021,Lakshadweep,10043,9905,49
11816,17-07-2021,Lakshadweep,10053,9925,49
11817,18-07-2021,Lakshadweep,10061,9939,49
11818,19-07-2021,Lakshadweep,10064,9947,49
11819,21-07-2021,Lakshadweep,10092,9969,49
11820,22-07-2021,Lakshadweep,10093,9973,49
11821,26-07-2021,Lakshadweep,10129,10004,49
11822,27-07-2021,Lakshadweep,10141,10010,49
11823,28-07-2021,Lakshadweep,10149,10018,49
11824,29-07-2021,Lakshadweep,10155,10029,50
11825,30-07-2021,Lakshadweep,10162,10042,50
11826,31-07-2021,Lakshadweep,10178,10051,50
11827,01-08-2021,Lakshadweep,10189,10055,50
11828,02-08-2021,Lakshadweep,10195,10070,50
11829,03-08-2021,Lakshadweep,10207,10078,50
11830,04-08-2021,Lakshadweep,10226,10086,50
11831,05-08-2021,Lakshadweep,10231,10100,50
11832,06-08-2021,Lakshadweep,10235,10109,50
11833,07-08-2021,Lakshadweep,10243,10125,50
11834,08-08-2021,Lakshadweep,10247,10133,50
11835,09-08-2021,Lakshadweep,10249,10145,50
11836,10-08-2021,Lakshadweep,10249,10145,50
11837,11-08-2021,Lakshadweep,10263,10165,51
11838,12-08-2021,Lakshadweep,10268,10175,51
11839,13-08-2021,Lakshadweep,10274,10183,51
11840,14-08-2021,Lakshadweep,10278,10188,51
11841,15-08-2021,Lakshadweep,10285,10193,51
11842,16-08-2021,Lakshadweep,10288,10198,51
11843,17-08-2021,Lakshadweep,10294,10204,51
11844,18-08-2021,Lakshadweep,10295,10210,51
11845,19-08-2021,Lakshadweep,10299,10212,51
11846,20-08-2021,Lakshadweep,10301,10215,51
11847,21-08-2021,Lakshadweep,10306,10222,51
11848,22-08-2021,Lakshadweep,10308,10231,51
11849,23-08-2021,Lakshadweep,10309,10235,51
11850,24-08-2021,Lakshadweep,10317,10238,51
11851,25-08-2021,Lakshadweep,10318,10239,51
11852,26-08-2021,Lakshadweep,10327,10243,51
11853,27-08-2021,Lakshadweep,10328,10245,51
11854,28-08-2021,Lakshadweep,10334,10250,51
11855,29-08-2021,Lakshadweep,10336,10256,51
11856,30-08-2021,Lakshadweep,10338,10257,51
11857,31-08-2021,Lakshadweep,10345,10262,51
11858,01-09-2021,Lakshadweep,10347,10265,51
11859,02-09-2021,Lakshadweep,10347,10270,51
11860,03-09-2021,Lakshadweep,10348,10272,51
11861,04-09-2021,Lakshadweep,10348,10275,51
11862,05-09-2021,Lakshadweep,10348,10284,51
11863,06-09-2021,Lakshadweep,10348,10285,51
11864,07-09-2021,Lakshadweep,10349,10296,51
11865,08-09-2021,Lakshadweep,10348,10293,51
11866,09-09-2021,Lakshadweep,10349,10296,51
11867,10-09-2021,Lakshadweep,10349,10296,51
11868,11-09-2021,Lakshadweep,10349,10296,51
11869,12-09-2021,Lakshadweep,10351,10297,51
11870,13-09-2021,Lakshadweep,10351,10297,51
11871,14-09-2021,Lakshadweep,10353,10297,51
11872,15-09-2021,Lakshadweep,10353,10298,51
11873,16-09-2021,Lakshadweep,10353,10298,51
11874,18-09-2021,Lakshadweep,10356,10298,51
11875,19-09-2021,Lakshadweep,10356,10299,51
11876,20-09-2021,Lakshadweep,10356,10300,51
11877,21-09-2021,Lakshadweep,10359,10300,51
11878,22-09-2021,Lakshadweep,10360,10300,51
11879,23-09-2021,Lakshadweep,10361,10300,51
11880,24-09-2021,Lakshadweep,10361,10302,51
11881,25-09-2021,Lakshadweep,10361,10302,51
11882,26-09-2021,Lakshadweep,10361,10305,51
11883,27-09-2021,Lakshadweep,10361,10305,51
11884,28-09-2021,Lakshadweep,10361,10305,51
11885,29-09-2021,Lakshadweep,10361,10306,51
11886,30-09-2021,Lakshadweep,10361,10306,51
11887,01-10-2021,Lakshadweep,10361,10308,51
11888,02-10-2021,Lakshadweep,10361,10310,51
11889,03-10-2021,Lakshadweep,10361,10310,51
11890,04-10-2021,Lakshadweep,10361,10310,51
11891,05-10-2021,Lakshadweep,10361,10310,51
11892,06-10-2021,Lakshadweep,10363,10310,51
11893,07-10-2021,Lakshadweep,10364,10310,51
11894,08-10-2021,Lakshadweep,10364,10310,51
11895,09-10-2021,Lakshadweep,10364,10310,51
11896,10-10-2021,Lakshadweep,10365,10311,51
11897,11-10-2021,Lakshadweep,10365,10311,51
11898,12-10-2021,Lakshadweep,10365,10311,51
11899,13-10-2021,Lakshadweep,10365,10311,51
11900,14-10-2021,Lakshadweep,10365,10312,51
11901,15-10-2021,Lakshadweep,10365,10312,51
11902,16-10-2021,Lakshadweep,10365,10313,51
11903,17-10-2021,Lakshadweep,10365,10314,51
11904,18-10-2021,Lakshadweep,10365,10314,51
11905,19-10-2021,Lakshadweep,10365,10314,51
11906,20-10-2021,Lakshadweep,10365,10314,51
11907,21-10-2021,Lakshadweep,10365,10314,51
11908,22-10-2021,Lakshadweep,10365,10314,51
11909,23-10-2021,Lakshadweep,10365,10314,51
11910,24-10-2021,Lakshadweep,10365,10314,51
11911,25-10-2021,Lakshadweep,10365,10314,51
11912,26-10-2021,Lakshadweep,10365,10314,51
11913,27-10-2021,Lakshadweep,10365,10314,51
11914,28-10-2021,Lakshadweep,10365,10314,51
11915,29-10-2021,Lakshadweep,10365,10314,51
11916,30-10-2021,Lakshadweep,10365,10314,51
11917,31-10-2021,Lakshadweep,10365,10314,51
11918,01-11-2021,Lakshadweep,10365,10314,51
11919,02-11-2021,Lakshadweep,10365,10314,51
11920,04-11-2021,Lakshadweep,10365,10314,51
11921,05-11-2021,Lakshadweep,10365,10314,51
11922,06-11-2021,Lakshadweep,10365,10314,51
11923,07-11-2021,Lakshadweep,10365,10314,51
11924,08-11-2021,Lakshadweep,10365,10314,51
11925,09-11-2021,Lakshadweep,10365,10314,51
11926,10-11-2021,Lakshadweep,10365,10314,51
11927,11-11-2021,Lakshadweep,10365,10314,51
11928,12-11-2021,Lakshadweep,10365,10314,51
11929,14-11-2021,Lakshadweep,10365,10314,51
11930,15-11-2021,Lakshadweep,10365,10314,51
11931,16-11-2021,Lakshadweep,10365,10314,51
11932,17-11-2021,Lakshadweep,10365,10314,51
11933,18-11-2021,Lakshadweep,10366,10314,51
11934,19-11-2021,Lakshadweep,10314,10314,51
11935,20-11-2021,Lakshadweep,10370,10314,51
11936,22-11-2021,Lakshadweep,10370,10314,51
11937,23-11-2021,Lakshadweep,10379,10314,51
11938,24-11-2021,Lakshadweep,10381,10314,51
11939,25-11-2021,Lakshadweep,10383,10314,51
11940,26-11-2021,Lakshadweep,10383,10314,51
11941,27-11-2021,Lakshadweep,10394,10314,51
11942,28-11-2021,Lakshadweep,10394,10315,51
11943,29-11-2021,Lakshadweep,10394,10315,51
11944,30-11-2021,Lakshadweep,10394,10319,51
11945,01-12-2021,Lakshadweep,10394,10319,51
11946,02-12-2021,Lakshadweep,10396,10319,51
11947,01-01-1970,Madhya Pradesh,792832,782195,10524
11948,21-03-2020,Madhya Pradesh,4,0,0
11949,22-03-2020,Madhya Pradesh,4,0,0
11950,23-03-2020,Madhya Pradesh,6,0,0
11951,24-03-2020,Madhya Pradesh,7,0,0
11952,25-03-2020,Madhya Pradesh,7,0,0
11953,26-03-2020,Madhya Pradesh,15,0,1
11954,27-03-2020,Madhya Pradesh,20,0,1
11955,28-03-2020,Madhya Pradesh,30,0,2
11956,29-03-2020,Madhya Pradesh,30,0,2
11957,30-03-2020,Madhya Pradesh,33,0,2
11958,31-03-2020,Madhya Pradesh,47,0,3
11959,01-04-2020,Madhya Pradesh,47,0,3
11960,02-04-2020,Madhya Pradesh,99,0,6
11961,03-04-2020,Madhya Pradesh,99,0,6
11962,04-04-2020,Madhya Pradesh,104,0,6
11963,05-04-2020,Madhya Pradesh,104,0,6
11964,06-04-2020,Madhya Pradesh,165,0,9
11965,07-04-2020,Madhya Pradesh,165,0,9
11966,08-04-2020,Madhya Pradesh,229,0,13
11967,09-04-2020,Madhya Pradesh,229,0,13
11968,10-04-2020,Madhya Pradesh,259,0,16
11969,11-04-2020,Madhya Pradesh,435,0,33
11970,12-04-2020,Madhya Pradesh,532,0,36
11971,13-04-2020,Madhya Pradesh,564,0,36
11972,14-04-2020,Madhya Pradesh,604,44,43
11973,15-04-2020,Madhya Pradesh,730,51,50
11974,16-04-2020,Madhya Pradesh,987,64,53
11975,17-04-2020,Madhya Pradesh,1120,64,53
11976,18-04-2020,Madhya Pradesh,1310,69,69
11977,19-04-2020,Madhya Pradesh,1407,127,70
11978,20-04-2020,Madhya Pradesh,1407,127,70
11979,21-04-2020,Madhya Pradesh,1485,127,74
11980,22-04-2020,Madhya Pradesh,1552,148,76
11981,23-04-2020,Madhya Pradesh,1592,148,80
11982,24-04-2020,Madhya Pradesh,1699,203,83
11983,25-04-2020,Madhya Pradesh,1852,210,92
11984,26-04-2020,Madhya Pradesh,2096,210,99
11985,27-04-2020,Madhya Pradesh,2096,302,103
11986,28-04-2020,Madhya Pradesh,2168,302,110
11987,29-04-2020,Madhya Pradesh,2387,377,120
11988,30-04-2020,Madhya Pradesh,2561,461,129
11989,01-05-2020,Madhya Pradesh,2660,482,137
11990,02-05-2020,Madhya Pradesh,2719,524,145
11991,03-05-2020,Madhya Pradesh,2846,624,151
11992,04-05-2020,Madhya Pradesh,2846,798,156
11993,05-05-2020,Madhya Pradesh,2942,798,165
11994,06-05-2020,Madhya Pradesh,3049,1000,176
11995,07-05-2020,Madhya Pradesh,3138,1099,185
11996,08-05-2020,Madhya Pradesh,3252,1231,193
11997,09-05-2020,Madhya Pradesh,3341,1349,200
11998,10-05-2020,Madhya Pradesh,3614,1676,215
11999,11-05-2020,Madhya Pradesh,3614,1676,215
12000,12-05-2020,Madhya Pradesh,3785,1747,221
12001,13-05-2020,Madhya Pradesh,3986,1860,225
12002,14-05-2020,Madhya Pradesh,4173,2004,232
12003,15-05-2020,Madhya Pradesh,4426,2171,237
12004,16-05-2020,Madhya Pradesh,4595,2283,239
12005,17-05-2020,Madhya Pradesh,4789,2315,243
12006,18-05-2020,Madhya Pradesh,4977,2403,248
12007,19-05-2020,Madhya Pradesh,5236,2435,252
12008,20-05-2020,Madhya Pradesh,5465,2630,258
12009,21-05-2020,Madhya Pradesh,5735,2733,267
12010,22-05-2020,Madhya Pradesh,5981,2843,270
12011,23-05-2020,Madhya Pradesh,6170,3089,272
12012,24-05-2020,Madhya Pradesh,6371,3267,281
12013,25-05-2020,Madhya Pradesh,6665,3408,290
12014,26-05-2020,Madhya Pradesh,6859,3571,300
12015,27-05-2020,Madhya Pradesh,7024,3689,305
12016,28-05-2020,Madhya Pradesh,7261,3927,313
12017,29-05-2020,Madhya Pradesh,7453,4050,321
12018,30-05-2020,Madhya Pradesh,7645,4269,334
12019,31-05-2020,Madhya Pradesh,7891,4444,343
12020,01-06-2020,Madhya Pradesh,8089,4842,350
12021,02-06-2020,Madhya Pradesh,8283,5003,358
12022,03-06-2020,Madhya Pradesh,8420,5221,364
12023,04-06-2020,Madhya Pradesh,8588,5445,371
12024,05-06-2020,Madhya Pradesh,8762,5637,377
12025,06-06-2020,Madhya Pradesh,8996,5878,384
12026,07-06-2020,Madhya Pradesh,9228,6108,399
12027,08-06-2020,Madhya Pradesh,9401,6331,412
12028,09-06-2020,Madhya Pradesh,9638,6536,414
12029,10-06-2020,Madhya Pradesh,9849,6729,420
12030,11-06-2020,Madhya Pradesh,10049,6892,427
12031,12-06-2020,Madhya Pradesh,10241,7042,431
12032,13-06-2020,Madhya Pradesh,10443,7201,440
12033,14-06-2020,Madhya Pradesh,10641,7377,447
12034,15-06-2020,Madhya Pradesh,10802,7677,459
12035,16-06-2020,Madhya Pradesh,10935,7903,465
12036,17-06-2020,Madhya Pradesh,11083,8152,476
12037,18-06-2020,Madhya Pradesh,11244,8388,482
12038,19-06-2020,Madhya Pradesh,11426,8632,486
12039,20-06-2020,Madhya Pradesh,11582,8748,495
12040,21-06-2020,Madhya Pradesh,11724,8880,501
12041,22-06-2020,Madhya Pradesh,11903,9015,515
12042,23-06-2020,Madhya Pradesh,12078,9215,521
12043,24-06-2020,Madhya Pradesh,12261,9335,525
12044,25-06-2020,Madhya Pradesh,12448,9473,534
12045,26-06-2020,Madhya Pradesh,12596,9619,542
12046,27-06-2020,Madhya Pradesh,12798,9804,546
12047,28-06-2020,Madhya Pradesh,12965,9971,550
12048,29-06-2020,Madhya Pradesh,13186,10084,557
12049,30-06-2020,Madhya Pradesh,13370,10199,564
12050,01-07-2020,Madhya Pradesh,13593,10395,572
12051,02-07-2020,Madhya Pradesh,13861,10655,581
12052,03-07-2020,Madhya Pradesh,14106,10815,589
12053,04-07-2020,Madhya Pradesh,14297,11049,593
12054,05-07-2020,Madhya Pradesh,14604,11234,598
12055,06-07-2020,Madhya Pradesh,14930,11411,608
12056,07-07-2020,Madhya Pradesh,15284,11579,617
12057,08-07-2020,Madhya Pradesh,15627,11768,622
12058,09-07-2020,Madhya Pradesh,16036,11987,629
12059,10-07-2020,Madhya Pradesh,16341,12232,634
12060,11-07-2020,Madhya Pradesh,16657,12481,638
12061,12-07-2020,Madhya Pradesh,17201,12679,644
12062,13-07-2020,Madhya Pradesh,17632,12876,653
12063,14-07-2020,Madhya Pradesh,18207,13208,663
12064,15-07-2020,Madhya Pradesh,19005,13575,673
12065,16-07-2020,Madhya Pradesh,19643,13908,682
12066,17-07-2020,Madhya Pradesh,20378,14127,689
12067,18-07-2020,Madhya Pradesh,21081,14514,697
12068,19-07-2020,Madhya Pradesh,21763,14864,706
12069,20-07-2020,Madhya Pradesh,22600,15311,721
12070,21-07-2020,Madhya Pradesh,23310,15684,738
12071,22-07-2020,Madhya Pradesh,24095,16257,756
12072,23-07-2020,Madhya Pradesh,24842,16836,770
12073,24-07-2020,Madhya Pradesh,25474,17359,780
12074,25-07-2020,Madhya Pradesh,26210,17866,791
12075,26-07-2020,Madhya Pradesh,26926,18488,799
12076,27-07-2020,Madhya Pradesh,27800,19132,811
12077,28-07-2020,Madhya Pradesh,28589,19791,820
12078,29-07-2020,Madhya Pradesh,29217,20343,830
12079,30-07-2020,Madhya Pradesh,30134,20934,843
12080,31-07-2020,Madhya Pradesh,30968,21657,857
12081,01-08-2020,Madhya Pradesh,31806,22271,867
12082,02-08-2020,Madhya Pradesh,32614,22969,876
12083,03-08-2020,Madhya Pradesh,33535,23550,886
12084,04-08-2020,Madhya Pradesh,34285,24099,900
12085,05-08-2020,Madhya Pradesh,35082,25414,912
12086,06-08-2020,Madhya Pradesh,35734,26064,929
12087,07-08-2020,Madhya Pradesh,36564,26902,946
12088,08-08-2020,Madhya Pradesh,37298,27621,962
12089,09-08-2020,Madhya Pradesh,38157,28353,977
12090,10-08-2020,Madhya Pradesh,39025,29020,996
12091,11-08-2020,Madhya Pradesh,39891,29674,1015
12092,12-08-2020,Madhya Pradesh,40734,30596,1033
12093,13-08-2020,Madhya Pradesh,41604,31239,1048
12094,14-08-2020,Madhya Pradesh,42618,31835,1065
12095,15-08-2020,Madhya Pradesh,43414,32405,1081
12096,16-08-2020,Madhya Pradesh,44433,33353,1094
12097,17-08-2020,Madhya Pradesh,45455,34038,1105
12098,18-08-2020,Madhya Pradesh,46385,35025,1128
12099,19-08-2020,Madhya Pradesh,47375,35713,1141
12100,20-08-2020,Madhya Pradesh,48351,36475,1159
12101,21-08-2020,Madhya Pradesh,49493,37540,1171
12102,22-08-2020,Madhya Pradesh,50640,38527,1185
12103,23-08-2020,Madhya Pradesh,51866,39399,1206
12104,24-08-2020,Madhya Pradesh,53129,40390,1229
12105,25-08-2020,Madhya Pradesh,54421,41231,1246
12106,26-08-2020,Madhya Pradesh,55800,42310,1265
12107,27-08-2020,Madhya Pradesh,56864,43246,1282
12108,28-08-2020,Madhya Pradesh,58181,44453,1306
12109,29-08-2020,Madhya Pradesh,59433,45396,1323
12110,30-08-2020,Madhya Pradesh,60875,46413,1345
12111,31-08-2020,Madhya Pradesh,62433,47467,1374
12112,01-09-2020,Madhya Pradesh,63965,48657,1394
12113,02-09-2020,Madhya Pradesh,65490,49992,1426
12114,03-09-2020,Madhya Pradesh,66914,51124,1453
12115,04-09-2020,Madhya Pradesh,68586,52215,1483
12116,05-09-2020,Madhya Pradesh,70244,53257,1513
12117,06-09-2020,Madhya Pradesh,71880,54649,1543
12118,07-09-2020,Madhya Pradesh,73574,55887,1572
12119,08-09-2020,Madhya Pradesh,75459,56909,1589
12120,09-09-2020,Madhya Pradesh,77323,58509,1609
12121,10-09-2020,Madhya Pradesh,79192,59850,1640
12122,11-09-2020,Madhya Pradesh,81379,61285,1661
12123,12-09-2020,Madhya Pradesh,83619,62936,1691
12124,13-09-2020,Madhya Pradesh,85966,64398,1728
12125,14-09-2020,Madhya Pradesh,88247,65998,1762
12126,15-09-2020,Madhya Pradesh,90730,67711,1791
12127,16-09-2020,Madhya Pradesh,93053,69613,1820
12128,17-09-2020,Madhya Pradesh,95515,71535,1844
12129,18-09-2020,Madhya Pradesh,97906,74398,1877
12130,19-09-2020,Madhya Pradesh,100458,76952,1901
12131,20-09-2020,Madhya Pradesh,103065,79158,1943
12132,21-09-2020,Madhya Pradesh,105644,81374,1970
12133,22-09-2020,Madhya Pradesh,108167,83618,2007
12134,23-09-2020,Madhya Pradesh,110711,86030,2035
12135,24-09-2020,Madhya Pradesh,113057,88168,2077
12136,25-09-2020,Madhya Pradesh,115361,90495,2122
12137,26-09-2020,Madhya Pradesh,117588,93238,2152
12138,27-09-2020,Madhya Pradesh,119899,95490,2181
12139,28-09-2020,Madhya Pradesh,122209,97571,2207
12140,29-09-2020,Madhya Pradesh,124166,100012,2242
12141,30-09-2020,Madhya Pradesh,126043,102445,2281
12142,01-10-2020,Madhya Pradesh,128047,104734,2316
12143,02-10-2020,Madhya Pradesh,130088,107279,2336
12144,03-10-2020,Madhya Pradesh,132107,109611,2372
12145,04-10-2020,Madhya Pradesh,133918,111712,2399
12146,05-10-2020,Madhya Pradesh,135638,113832,2434
12147,06-10-2020,Madhya Pradesh,137098,115878,2463
12148,07-10-2020,Madhya Pradesh,138668,118039,2488
12149,08-10-2020,Madhya Pradesh,140307,120267,2518
12150,09-10-2020,Madhya Pradesh,142022,122687,2547
12151,10-10-2020,Madhya Pradesh,143629,124887,2574
12152,11-10-2020,Madhya Pradesh,145245,127034,2599
12153,12-10-2020,Madhya Pradesh,146820,129019,2624
12154,13-10-2020,Madhya Pradesh,148298,130721,2645
12155,14-10-2020,Madhya Pradesh,149761,132429,2671
12156,15-10-2020,Madhya Pradesh,155276,138158,2686
12157,16-10-2020,Madhya Pradesh,156584,139717,2710
12158,17-10-2020,Madhya Pradesh,157936,141273,2735
12159,18-10-2020,Madhya Pradesh,159158,142707,2753
12160,19-10-2020,Madhya Pradesh,160188,144134,2773
12161,20-10-2020,Madhya Pradesh,161203,145421,2786
12162,21-10-2020,Madhya Pradesh,162178,146860,2811
12163,22-10-2020,Madhya Pradesh,163296,148082,2828
12164,23-10-2020,Madhya Pradesh,164341,149353,2842
12165,24-10-2020,Madhya Pradesh,165294,150678,2855
12166,25-10-2020,Madhya Pradesh,166298,151946,2875
12167,26-10-2020,Madhya Pradesh,167249,153127,2885
12168,27-10-2020,Madhya Pradesh,167969,154222,2890
12169,28-10-2020,Madhya Pradesh,168483,155232,2898
12170,29-10-2020,Madhya Pradesh,169271,156264,2913
12171,30-10-2020,Madhya Pradesh,169999,157381,2929
12172,31-10-2020,Madhya Pradesh,170690,158455,2941
12173,01-11-2020,Madhya Pradesh,171359,159479,2951
12174,02-11-2020,Madhya Pradesh,172082,160586,2958
12175,03-11-2020,Madhya Pradesh,172717,161454,2965
12176,04-11-2020,Madhya Pradesh,173384,162366,2974
12177,05-11-2020,Madhya Pradesh,174091,163250,2987
12178,06-11-2020,Madhya Pradesh,174825,164067,2992
12179,07-11-2020,Madhya Pradesh,175603,164923,3004
12180,08-11-2020,Madhya Pradesh,176468,165715,3017
12181,09-11-2020,Madhya Pradesh,177359,166403,3028
12182,10-11-2020,Madhya Pradesh,178168,167084,3034
12183,11-11-2020,Madhya Pradesh,179068,167877,3042
12184,12-11-2020,Madhya Pradesh,179951,168568,3055
12185,13-11-2020,Madhya Pradesh,180997,169260,3065
12186,14-11-2020,Madhya Pradesh,182045,170093,3076
12187,15-11-2020,Madhya Pradesh,183057,170969,3083
12188,16-11-2020,Madhya Pradesh,183927,171691,3090
12189,17-11-2020,Madhya Pradesh,184524,172436,3092
12190,18-11-2020,Madhya Pradesh,185446,173284,3102
12191,19-11-2020,Madhya Pradesh,186655,174202,3115
12192,20-11-2020,Madhya Pradesh,188018,175089,3129
12193,21-11-2020,Madhya Pradesh,189546,176006,3138
12194,22-11-2020,Madhya Pradesh,191246,176905,3149
12195,23-11-2020,Madhya Pradesh,193044,178117,3162
12196,24-11-2020,Madhya Pradesh,194745,179237,3172
12197,25-11-2020,Madhya Pradesh,196511,180349,3183
12198,26-11-2020,Madhya Pradesh,198284,181345,3197
12199,27-11-2020,Madhya Pradesh,199952,182544,3209
12200,28-11-2020,Madhya Pradesh,201597,183696,3224
12201,29-11-2020,Madhya Pradesh,203231,185013,3237
12202,30-11-2020,Madhya Pradesh,204745,186521,3250
12203,01-12-2020,Madhya Pradesh,206128,188097,3260
12204,02-12-2020,Madhya Pradesh,207485,189780,3270
12205,03-12-2020,Madhya Pradesh,208924,191618,3287
12206,04-12-2020,Madhya Pradesh,210374,193187,3300
12207,05-12-2020,Madhya Pradesh,211698,194743,3314
12208,06-12-2020,Madhya Pradesh,213050,196192,3326
12209,07-12-2020,Madhya Pradesh,214505,197777,3337
12210,08-12-2020,Madhya Pradesh,215957,199167,3347
12211,09-12-2020,Madhya Pradesh,217302,200664,3358
12212,10-12-2020,Madhya Pradesh,218574,201987,3366
12213,11-12-2020,Madhya Pradesh,219893,203294,3373
12214,12-12-2020,Madhya Pradesh,221115,204641,3382
12215,13-12-2020,Madhya Pradesh,222397,206059,3391
12216,14-12-2020,Madhya Pradesh,223578,207337,3404
12217,15-12-2020,Madhya Pradesh,224636,208421,3412
12218,17-12-2020,Madhya Pradesh,226788,211025,3433
12219,18-12-2020,Madhya Pradesh,227949,212351,3442
12220,19-12-2020,Madhya Pradesh,229130,213801,3453
12221,20-12-2020,Madhya Pradesh,230125,215211,3468
12222,21-12-2020,Madhya Pradesh,231284,216485,3481
12223,22-12-2020,Madhya Pradesh,232319,217775,3490
12224,23-12-2020,Madhya Pradesh,233324,218828,3502
12225,24-12-2020,Madhya Pradesh,234331,220051,3514
12226,25-12-2020,Madhya Pradesh,235369,221169,3524
12227,26-12-2020,Madhya Pradesh,236400,222403,3536
12228,27-12-2020,Madhya Pradesh,237406,223532,3545
12229,28-12-2020,Madhya Pradesh,238352,224692,3563
12230,29-12-2020,Madhya Pradesh,239228,225782,3572
12231,30-12-2020,Madhya Pradesh,240081,226904,3582
12232,31-12-2020,Madhya Pradesh,240947,227965,3595
12233,03-01-2021,Madhya Pradesh,243302,230586,3627
12234,04-01-2021,Madhya Pradesh,244026,231533,3641
12235,05-01-2021,Madhya Pradesh,244647,232390,3648
12236,06-01-2021,Madhya Pradesh,245318,233229,3662
12237,07-01-2021,Madhya Pradesh,246048,233862,3670
12238,08-01-2021,Madhya Pradesh,246822,234612,3682
12239,09-01-2021,Madhya Pradesh,247436,235421,3691
12240,10-01-2021,Madhya Pradesh,247977,236247,3701
12241,11-01-2021,Madhya Pradesh,248597,237063,3711
12242,12-01-2021,Madhya Pradesh,249082,237713,3718
12243,13-01-2021,Madhya Pradesh,249553,238328,3726
12244,14-01-2021,Madhya Pradesh,250009,238983,3732
12245,15-01-2021,Madhya Pradesh,250429,239581,3740
12246,16-01-2021,Madhya Pradesh,250858,240155,3746
12247,17-01-2021,Madhya Pradesh,251223,240948,3751
12248,18-01-2021,Madhya Pradesh,251578,241426,3753
12249,19-01-2021,Madhya Pradesh,251882,241966,3756
12250,20-01-2021,Madhya Pradesh,252186,242691,3763
12251,21-01-2021,Madhya Pradesh,252466,243688,3770
12252,22-01-2021,Madhya Pradesh,252767,244392,3776
12253,23-01-2021,Madhya Pradesh,253114,244855,3780
12254,24-01-2021,Madhya Pradesh,253405,245309,3786
12255,25-01-2021,Madhya Pradesh,253657,245697,3789
12256,27-01-2021,Madhya Pradesh,254085,247073,3793
12257,28-01-2021,Madhya Pradesh,254270,247418,3799
12258,29-01-2021,Madhya Pradesh,254496,247739,3802
12259,30-01-2021,Madhya Pradesh,254667,248036,3805
12260,31-01-2021,Madhya Pradesh,254886,248319,3807
12261,01-02-2021,Madhya Pradesh,255112,248637,3810
12262,02-02-2021,Madhya Pradesh,255263,248897,3812
12263,03-02-2021,Madhya Pradesh,255431,249193,3815
12264,04-02-2021,Madhya Pradesh,255689,249443,3816
12265,05-02-2021,Madhya Pradesh,255855,249706,3818
12266,06-02-2021,Madhya Pradesh,256017,250005,3819
12267,07-02-2021,Madhya Pradesh,256214,250320,3820
12268,08-02-2021,Madhya Pradesh,256398,250537,3820
12269,09-02-2021,Madhya Pradesh,256591,250727,3823
12270,10-02-2021,Madhya Pradesh,256758,250946,3825
12271,11-02-2021,Madhya Pradesh,256899,251121,3827
12272,12-02-2021,Madhya Pradesh,257068,251320,3828
12273,13-02-2021,Madhya Pradesh,257229,251538,3829
12274,14-02-2021,Madhya Pradesh,257423,251765,3829
12275,15-02-2021,Madhya Pradesh,257646,251970,3834
12276,16-02-2021,Madhya Pradesh,257849,252164,3838
12277,17-02-2021,Madhya Pradesh,258082,252385,3841
12278,18-02-2021,Madhya Pradesh,258333,252628,3842
12279,19-02-2021,Madhya Pradesh,258574,252821,3844
12280,20-02-2021,Madhya Pradesh,258871,253071,3846
12281,21-02-2021,Madhya Pradesh,259128,253284,3850
12282,22-02-2021,Madhya Pradesh,259427,253522,3854
12283,23-02-2021,Madhya Pradesh,259721,253763,3854
12284,24-02-2021,Madhya Pradesh,259969,253963,3855
12285,25-02-2021,Madhya Pradesh,260313,254186,3857
12286,26-02-2021,Madhya Pradesh,260681,254387,3859
12287,27-02-2021,Madhya Pradesh,261013,254633,3862
